Rock_Type,Formation_Type,Mineral_Content,Hardness_Scale,Area_Sq_km,Density,Porosity_Percentage,Sample_Location,Depth_m,Erosion_Rate_mm_per_yr
Sedimentary,Sediment,0.904450546,22.03140698,785.5826878,36.68403154,48.94271123,Basalt,117.1268825,3.800831705
Sedimentary,Sediment,8.594879352,7.232115926,564.8157587,5.751403161,198.8109453,Granite,132.4938457,0.951459935
Sedimentary,Plutonic,9.15271285,15.29827123,990.3061733,2.965196685,11.78446447,Basalt,246.9711408,4.611327998
Metamorphic,Plutonic,7.765922415,24.7936789,246.8459205,23.632754,188.7205078,Limestone,187.7659576,0.977653054
Igneous,Volcanic,8.325296574,86.71034216,134.4493926,28.94042656,197.3881554,Limestone,28.69357993,0.18513347
Metamorphic,Plutonic,4.435464416,76.48533178,989.5770615,5.985805234,80.88786022,Limestone,225.8881685,2.617389478
Igneous,Sediment,5.940799394,87.86530667,102.1466908,27.12562807,121.8387825,Basalt,244.2793619,1.684571283
Sedimentary,Sediment,8.456225589,47.41650602,604.3249058,0.392636467,137.8058048,Granite,4.633822404,1.769718843
Igneous,Plutonic,6.470883665,50.58960465,954.0597188,8.153700684,76.75534559,Granite,257.1892641,2.958997042
Metamorphic,Volcanic,5.140953731,81.46243357,507.4254509,34.12009982,176.3085192,Basalt,16.44474804,0.65920528
Igneous,Plutonic,8.808580146,17.89606513,755.2970783,28.29155579,66.58448076,Granite,287.5529159,3.489349733
Igneous,Volcanic,8.414333019,28.55572161,202.6831542,17.94952643,66.42316296,Granite,47.92715614,3.385979525
Sedimentary,Plutonic,9.374075729,88.76249723,874.8449947,22.78556598,157.920028,Basalt,108.1072993,0.953974468
Metamorphic,Volcanic,8.605987936,90.64449642,538.299925,23.8096113,106.5398149,Limestone,71.43666541,1.962758737
Sedimentary,Volcanic,0.918586807,38.69199916,784.0746259,34.08758843,168.1745447,Granite,135.4404794,1.249589115
Sedimentary,Sediment,1.242719803,52.26252331,39.49000978,21.5434209,40.28337219,Limestone,253.2743751,3.671707323
Sedimentary,Volcanic,1.289259059,47.46374227,385.1376876,42.26925473,112.3249406,Granite,142.4863933,2.278863765
Igneous,Sediment,5.961940429,23.21411117,521.3835409,17.50187691,21.783587,Limestone,237.4495792,4.332187148
Igneous,Plutonic,3.607954229,27.89112105,0.569617417,1.900224399,50.36889426,Limestone,98.85908678,3.713710904
Metamorphic,Plutonic,6.99127618,36.84560623,796.5248879,29.35831073,70.11341062,Granite,47.21923463,3.229275725
Igneous,Plutonic,0.013694093,38.31142752,406.7203069,18.19456218,160.4808089,Granite,28.66658419,1.407269546
Igneous,Plutonic,1.149022242,23.34633086,513.7327034,36.29507003,180.7327481,Basalt,80.12845058,1.151881729
Metamorphic,Plutonic,1.277993517,50.92144996,299.5924104,49.22460194,7.968502474,Granite,57.26850933,4.331415451
Sedimentary,Sediment,7.535587528,38.63775743,562.2381595,40.77259052,133.3726408,Granite,181.0653061,1.946169609
Metamorphic,Plutonic,6.818236386,6.424465694,97.79926672,30.37744726,73.56886773,Basalt,298.7142573,3.464377988
Metamorphic,Volcanic,8.2065902,92.64784449,180.4632918,31.23651458,5.575483081,Limestone,220.5426961,3.962011893
Igneous,Sediment,0.422216522,67.40795417,212.3688454,29.55954942,55.19493748,Basalt,6.72084414,3.222021709
Metamorphic,Volcanic,6.855370491,44.86591442,724.2306625,2.81422492,106.0406843,Limestone,16.27991839,2.43052717
Metamorphic,Sediment,1.438470457,78.44132574,228.6723047,4.666175866,28.36174355,Basalt,42.42966285,3.648351872
Igneous,Volcanic,8.438238909,58.99425367,792.3490215,12.86095482,125.2681665,Granite,269.6722773,1.904694133
Metamorphic,Sediment,5.339554908,87.07340562,218.0457146,48.346335,15.93849771,Granite,228.3325079,3.81049599
Sedimentary,Plutonic,2.017188243,11.68877019,559.0259315,15.85111413,44.50399026,Limestone,131.7369869,3.993032493
Igneous,Sediment,9.88421433,63.26775585,278.6029656,49.29511016,55.83333618,Granite,215.8954836,3.250655718
Sedimentary,Sediment,2.633328145,77.43064479,643.9841244,28.63534313,91.77897485,Limestone,72.85297795,2.390114055
Metamorphic,Volcanic,6.094272385,87.43475491,31.30541405,36.63348694,175.984507,Basalt,185.0663341,0.60596231
Sedimentary,Sediment,2.584306324,35.14750594,748.8048209,18.34111822,1.614631219,Granite,31.65548839,4.616232316
Sedimentary,Sediment,2.853403701,39.31698032,364.3247231,40.32138606,44.31654723,Limestone,123.0939947,3.720499252
Igneous,Plutonic,8.142268941,79.34372805,205.2253062,18.20365061,31.26262991,Basalt,27.02999646,3.581310121
Sedimentary,Volcanic,5.541931862,31.94922424,513.6892165,29.39549493,121.2384535,Granite,282.229562,2.255738687
Sedimentary,Sediment,2.346492197,89.80852932,51.30866183,1.519141956,21.75361395,Granite,193.1067441,3.666842428
Sedimentary,Volcanic,5.302935175,16.21231831,147.9049474,26.47146542,191.8011798,Limestone,54.81900178,1.001853222
Metamorphic,Sediment,2.591295102,12.05832924,594.6018437,46.33846449,47.60302828,Granite,141.726379,3.927356142
Igneous,Sediment,9.076145586,70.82831406,528.2866635,31.9653384,146.167914,Limestone,218.5435356,1.368358578
Sedimentary,Volcanic,4.849771083,28.14759938,206.1745929,45.93069388,11.64933927,Granite,101.1219421,4.485537221
Sedimentary,Plutonic,6.900501378,60.00690273,433.2186001,5.211643293,27.90561025,Basalt,208.9568618,3.841818768
Igneous,Sediment,4.836966145,33.9550731,374.7935311,21.43429904,136.6113238,Granite,180.2843369,1.928222793
Sedimentary,Sediment,0.704829795,15.74778591,70.55568692,1.729506288,155.2009836,Limestone,255.2876723,1.738502469
Metamorphic,Sediment,4.161778322,96.88407845,863.5977022,43.01925219,73.43687999,Limestone,286.3041489,2.562421616
Igneous,Volcanic,7.489298456,35.36924291,888.8328939,0.205614998,114.3182082,Limestone,156.0518379,2.359943406
Sedimentary,Plutonic,0.817899405,86.23564895,281.7111676,18.81750397,95.03068289,Basalt,245.0804491,2.237029853
Metamorphic,Sediment,5.949380308,56.39572035,362.3775759,13.98423359,95.62404639,Granite,76.72005961,2.523561869
Sedimentary,Sediment,3.395114382,44.03763349,843.5008644,46.52553084,165.9482739,Granite,157.7099145,1.240658187
Metamorphic,Sediment,7.115572533,33.52086092,459.1969226,47.02448282,70.989496,Granite,51.89570318,3.245001471
Sedimentary,Volcanic,4.72094057,65.25916188,126.5142598,6.105070934,60.73897819,Limestone,272.2947304,3.132628817
Metamorphic,Volcanic,6.74603851,22.19341564,603.4875606,33.01199169,104.610936,Limestone,227.8147382,2.685847124
Sedimentary,Volcanic,0.247389887,19.11172271,966.3717444,24.88700009,15.30295968,Granite,92.45390707,4.502823579
Metamorphic,Volcanic,0.017723862,57.94142419,999.4782501,29.50497488,122.0145858,Limestone,98.31798382,1.980294043
Metamorphic,Plutonic,2.370325456,50.8156572,899.786167,0.487555206,113.9301684,Granite,128.5533214,2.213240059
Metamorphic,Volcanic,6.21179306,83.99580262,449.0439126,10.88413908,75.32139739,Granite,45.1654115,2.653614026
Metamorphic,Volcanic,0.848992142,37.58763494,625.6985496,13.1417668,183.1368319,Limestone,206.6853898,0.961387013
Igneous,Sediment,6.863134531,69.17106853,1.684498228,40.65033767,183.5217256,Granite,5.819395121,0.637854803
Metamorphic,Volcanic,5.982939904,67.65757701,196.2425809,41.91056315,125.1662829,Limestone,67.516522,1.820098573
Metamorphic,Plutonic,9.671901167,21.58656247,678.5878069,23.69448894,144.6569645,Granite,29.32773718,1.890995085
Metamorphic,Plutonic,9.525452555,20.44890308,220.3839392,27.70142677,69.94665268,Limestone,132.6389057,3.396577916
Metamorphic,Sediment,0.370984965,23.48844452,773.5331167,45.1107577,46.69548859,Limestone,232.0046999,3.831205783
Igneous,Plutonic,0.289466931,4.472428006,393.0092184,7.395557287,33.22771373,Limestone,188.2191074,4.290721445
Sedimentary,Volcanic,8.581642689,77.89672418,336.4938084,43.76079835,168.2691841,Granite,157.263509,0.855649077
Igneous,Volcanic,4.758760627,5.846241866,150.5250697,4.270659976,105.3545004,Granite,202.9915489,2.834447573
Metamorphic,Plutonic,6.187820104,87.28852436,658.7024039,41.48538455,28.08503691,Basalt,51.49442238,3.565414018
Igneous,Plutonic,9.184122777,35.4704682,216.9987667,45.60346176,194.0209049,Granite,191.3308938,0.76487722
Igneous,Volcanic,3.883386011,68.83857554,15.5578769,7.235614339,73.74288882,Granite,249.6673504,2.836756468
Metamorphic,Sediment,3.043159064,5.787189175,378.7352733,12.06270762,11.21198761,Granite,119.6772773,4.717888356
Sedimentary,Volcanic,3.514213919,73.38399809,63.20482122,18.95272231,68.48670456,Basalt,194.0464575,2.896425928
Metamorphic,Sediment,8.87920771,14.29897901,816.2537514,30.48617014,5.848538803,Basalt,230.0666037,4.740039434
Metamorphic,Sediment,5.37688033,79.99288246,408.8680329,33.27513969,39.76084108,Granite,57.55337242,3.404854354
Sedimentary,Plutonic,3.402624081,51.94405063,716.5267906,33.34024114,164.2689126,Granite,127.9190747,1.195181241
Sedimentary,Sediment,9.125292544,10.91677241,187.2033088,34.18587876,50.75453601,Limestone,49.37716386,3.875741556
Metamorphic,Volcanic,8.864937449,6.840084648,991.4711074,43.12946557,173.6515495,Granite,188.6139188,1.458568164
Sedimentary,Volcanic,2.248556798,79.80915547,53.80056517,29.10576725,87.83192703,Limestone,225.1220496,2.445269905
Metamorphic,Plutonic,0.237681322,38.67855037,477.0944015,7.617961274,82.94403736,Granite,273.1433058,2.954333749
Sedimentary,Sediment,4.686342242,25.17761776,532.335061,3.042121729,58.85370855,Limestone,235.0910225,3.571149651
Metamorphic,Volcanic,6.419142502,2.398485159,569.8759987,10.86700402,195.1499632,Basalt,235.1060987,1.073015885
Igneous,Sediment,1.279080992,38.55456777,489.9696315,9.11858569,140.8567707,Basalt,252.4136281,1.797318908
Sedimentary,Volcanic,0.044645954,13.32233881,283.4628392,49.20551138,80.9055757,Granite,51.07558889,3.248665098
Sedimentary,Volcanic,1.20927118,90.13561637,810.2440844,30.96503037,107.9391314,Basalt,233.1461285,1.939861208
Metamorphic,Volcanic,3.181505383,63.98546571,736.8454414,28.78243631,33.7463907,Basalt,295.7714389,3.685217529
Metamorphic,Volcanic,8.111955617,49.06269432,619.9701756,38.00379953,91.71703673,Limestone,221.7348615,2.675032322
Igneous,Plutonic,7.729278978,45.90073895,187.7681278,29.88835394,110.8577679,Basalt,150.1481057,2.323837253
Metamorphic,Plutonic,0.585820232,77.75631943,538.7082536,21.53257261,162.9784441,Granite,59.06540732,0.962867923
Sedimentary,Sediment,2.716813581,63.97270437,390.0580373,15.15346446,50.92318702,Granite,145.719236,3.341809216
Metamorphic,Sediment,7.755368723,80.5325958,790.5697007,44.28226253,10.14836613,Basalt,294.665058,3.991706719
Igneous,Plutonic,4.264614918,19.29821079,970.0227834,41.25911614,185.9447105,Granite,156.9461177,1.088123683
Sedimentary,Volcanic,7.477418496,51.94640378,539.4501138,47.57504822,147.6713967,Basalt,170.0333421,1.527108028
Metamorphic,Sediment,3.927352644,16.43276386,115.7303746,14.98330728,138.560869,Granite,57.46578563,2.064454981
Igneous,Sediment,1.314621366,7.775737697,846.24938,12.05949109,40.17009282,Limestone,117.2561604,4.118840767
Metamorphic,Plutonic,6.294862005,58.62597572,923.6578069,34.09860652,112.39431,Basalt,213.4794502,2.165854042
Sedimentary,Sediment,6.637234881,76.74783192,572.4263128,40.36453975,180.011461,Granite,208.9430488,0.632292461
Metamorphic,Plutonic,3.57619858,27.99782356,637.1856652,31.57145691,4.78211277,Limestone,224.1328169,4.624379509
Sedimentary,Volcanic,2.218744868,5.449016214,153.1992076,32.83904442,104.6109376,Basalt,254.0813225,2.853291085
Igneous,Sediment,1.0625275,82.95166406,650.9179,10.7464772,147.3811231,Granite,222.3999864,1.222860897
Igneous,Volcanic,1.080015845,26.6446811,638.8649039,19.02873315,153.0489892,Basalt,160.8127322,1.672573405
Sedimentary,Volcanic,8.569970748,11.10260154,733.7467725,23.2319985,103.8781912,Limestone,85.21366864,2.811410161
Igneous,Plutonic,2.690631537,18.98038154,373.3456826,11.94939225,37.94561526,Basalt,288.5387738,4.051283879
Metamorphic,Volcanic,4.474142825,67.81223326,374.1481585,28.48968719,99.84042181,Limestone,183.8064445,2.325069231
Igneous,Plutonic,7.227287544,66.39092058,762.1033886,7.315220396,18.8062281,Limestone,101.6698299,3.959966232
Sedimentary,Plutonic,4.818278609,22.44025864,773.22453,35.97779721,182.7157837,Granite,218.6880593,1.12128174
Metamorphic,Sediment,1.071453179,66.49948238,412.0593377,12.98073886,120.3902845,Limestone,90.6570502,1.927199487
Igneous,Volcanic,5.308563257,57.59773854,529.0669153,0.534326013,69.74778283,Limestone,237.1386793,3.029066958
Metamorphic,Plutonic,3.468956441,50.93794998,346.6320797,9.961895374,39.95069413,Granite,224.6578754,3.691606618
Igneous,Sediment,6.279526596,93.20570411,421.0046599,31.82836297,93.70791517,Limestone,142.1813619,2.193784656
Igneous,Plutonic,8.540873756,45.43027437,928.1668006,31.02536286,17.08485859,Granite,20.39487482,4.204000084
Sedimentary,Volcanic,9.823142123,39.9359386,587.4588319,21.57930348,31.7792877,Granite,37.66551092,3.96505486
Igneous,Volcanic,2.126961526,60.53378112,546.5335874,16.42942161,8.834847942,Limestone,97.20841503,4.21796523
Sedimentary,Sediment,3.983033237,75.64237829,737.4839895,11.07040483,45.5347904,Basalt,188.3648482,3.332880409
Igneous,Sediment,6.517763474,56.11027761,111.9713803,14.28600742,6.340642292,Limestone,228.4782442,4.312084378
Metamorphic,Sediment,8.065034274,92.04805994,87.91556678,45.31064781,183.6850446,Basalt,299.3117977,0.405818508
Igneous,Sediment,7.77888568,26.26378356,264.5588697,34.41084389,135.9465323,Limestone,198.0987602,2.018431518
Metamorphic,Sediment,3.531208682,51.97972783,301.4974791,29.83953577,154.4804355,Granite,209.6088839,1.390594013
Sedimentary,Volcanic,4.325053283,52.47284011,772.4184967,11.64264546,44.2597198,Limestone,145.4960439,3.590077203
Igneous,Sediment,4.941364783,2.347274793,581.9463389,20.88707162,115.275941,Granite,274.4471022,2.671008432
Metamorphic,Sediment,3.33118083,10.78358442,206.5186888,15.3268529,172.6940192,Basalt,164.7222876,1.438283772
Igneous,Sediment,9.950820665,28.50320159,68.72681612,15.05940681,198.5189865,Limestone,222.9297494,0.744588254
Metamorphic,Sediment,9.150613496,59.48447337,275.3634504,47.72156895,45.83129047,Basalt,119.1342102,3.488529457
Igneous,Volcanic,2.93387807,64.34590492,418.009726,47.85541042,193.4840157,Limestone,29.0742054,0.486860636
Metamorphic,Volcanic,9.283330925,79.79960152,712.3374361,18.13929907,135.911448,Granite,243.1999302,1.483775025
Metamorphic,Plutonic,8.30424746,80.57756185,320.0235901,9.250649601,108.7550701,Granite,76.26780627,2.019122979
Igneous,Sediment,7.849851823,4.466998652,425.4085477,38.92940145,16.11182082,Limestone,206.0937436,4.633093597
Igneous,Sediment,2.310632565,12.73938928,307.8868546,0.9668124,126.0044995,Basalt,99.87266487,2.352516118
Metamorphic,Volcanic,9.937111995,9.783934695,894.8842758,24.89788743,23.54014382,Limestone,256.8352023,4.431357777
Sedimentary,Volcanic,1.110455637,64.58592808,245.2175626,22.45587721,114.6039846,Limestone,275.9026379,2.062061027
Sedimentary,Volcanic,2.845137605,38.76948465,199.5957708,17.18108177,25.16236558,Limestone,164.4250188,4.109057842
Sedimentary,Sediment,5.592316138,62.33731362,230.3523796,21.61778264,8.285817494,Basalt,12.07700628,4.210910514
Sedimentary,Plutonic,3.094628584,48.91429512,692.9740182,37.93367325,80.35619601,Limestone,226.6819265,2.903733129
Igneous,Plutonic,7.276040107,63.24741705,141.6297611,14.36219943,106.7753504,Granite,244.1795801,2.232018822
Metamorphic,Volcanic,4.033138168,96.70662464,665.4005697,15.65278186,112.286816,Limestone,112.5221044,1.787197433
Sedimentary,Volcanic,9.119811444,4.8347194,228.915535,4.828326548,161.1239384,Limestone,57.32382073,1.729174038
Sedimentary,Volcanic,7.42847381,56.15964941,830.2159852,49.74743963,30.84735731,Granite,45.12519944,3.82145636
Sedimentary,Volcanic,6.362155334,3.6304373,817.4179502,18.83196459,79.78694459,Limestone,171.6137438,3.367956735
Sedimentary,Plutonic,3.420953908,30.02352399,204.9692188,35.94107352,153.7225122,Basalt,182.4307992,1.625314517
Metamorphic,Plutonic,2.360338014,69.47589432,157.8589061,43.91412309,89.26521169,Limestone,142.7583822,2.519936823
Igneous,Volcanic,2.041481905,61.55111211,985.0488848,29.45502425,130.4690309,Basalt,86.54674978,1.775108261
Metamorphic,Plutonic,3.25851408,19.63555901,514.601672,7.398728833,123.6962552,Limestone,139.5930673,2.329719305
Sedimentary,Volcanic,6.24311893,7.072084961,884.0570721,18.92906891,41.38627174,Limestone,150.2351144,4.101553716
Sedimentary,Plutonic,9.298208967,69.42861467,340.0867202,15.19217737,132.2573114,Limestone,26.64139695,1.660567625
Sedimentary,Sediment,3.654101825,47.86777836,760.5174772,16.27586568,158.4303657,Basalt,234.8062472,1.352714902
Sedimentary,Sediment,0.194632104,19.04131239,653.3942787,24.80210302,5.527264311,Granite,107.8946643,4.69904159
Metamorphic,Plutonic,6.257735997,99.16863398,206.8744952,7.635950333,72.8736924,Limestone,165.2737888,2.550839812
Igneous,Volcanic,6.64499318,36.0814757,228.4416383,0.26122152,36.68939981,Limestone,30.01906933,3.905397247
Sedimentary,Plutonic,2.421098655,32.25744726,78.73840141,20.29229794,33.52521595,Limestone,174.4102655,4.006921208
Metamorphic,Volcanic,3.77877415,63.96520657,776.1543873,4.235149741,76.49573533,Granite,293.332554,2.830433228
Sedimentary,Volcanic,0.023095961,45.89110068,468.9095559,41.18607788,58.04538136,Limestone,232.8091949,3.380181366
Sedimentary,Volcanic,0.022002226,49.07500178,319.3204883,40.40777648,80.58945576,Basalt,20.96352588,2.897460867
Sedimentary,Volcanic,7.08386965,1.322298754,334.4165396,24.91649989,148.3484822,Granite,93.91917388,2.019807368
Metamorphic,Plutonic,1.040974545,82.52565368,9.822662159,43.65655662,21.29950783,Basalt,37.71028636,3.748753307
Igneous,Plutonic,1.662288643,14.83430095,794.7790517,40.54906822,33.89359731,Basalt,33.7552862,4.173785044
Metamorphic,Sediment,5.724806301,69.97069574,559.0398575,1.384493324,153.2176505,Granite,214.2570648,1.235940033
Metamorphic,Volcanic,7.172595752,20.7213229,70.28270769,49.86422115,95.55944652,Granite,217.8728227,2.881597841
Metamorphic,Sediment,0.964173784,50.49322639,504.0966585,6.142900671,70.32152895,Limestone,267.4390016,3.088637157
Metamorphic,Plutonic,6.902149262,73.16707999,878.2887916,15.51427995,157.9889405,Granite,28.96161676,1.108550389
Metamorphic,Plutonic,5.775487319,53.41480763,431.1922001,10.45845777,85.50530287,Basalt,253.2849418,2.755745866
Igneous,Volcanic,7.307033741,44.06032328,967.588681,39.26459579,8.852123563,Limestone,225.2209571,4.382354296
Sedimentary,Plutonic,7.185377797,4.922065518,926.5572656,23.35194316,47.82549959,Granite,134.4677373,3.994269353
Sedimentary,Volcanic,8.337804668,25.05058196,914.0927932,3.236990437,17.87141684,Basalt,179.7972175,4.392065844
Metamorphic,Sediment,5.09796955,67.15050796,43.44592835,13.01211845,140.6289363,Granite,103.3204705,1.515916195
Metamorphic,Volcanic,3.04654673,81.97769629,796.0630618,37.24954693,125.5250832,Limestone,286.3215432,1.669721373
Metamorphic,Plutonic,0.210569958,15.26430996,459.8882785,14.03449217,58.67186868,Basalt,294.0888798,3.673919527
Sedimentary,Plutonic,0.442204848,2.589787254,935.1448554,8.00450205,8.59545646,Granite,137.5635837,4.802192998
Sedimentary,Plutonic,8.818905704,30.60647375,932.2514505,43.26380766,56.08357656,Limestone,130.6317577,3.572263731
Sedimentary,Sediment,9.237380669,12.32867789,61.89333649,9.435980078,45.12425467,Granite,53.81670391,3.974228128
Metamorphic,Volcanic,0.31712067,71.76589266,161.9519463,22.76944797,24.07767167,Limestone,109.6554333,3.80078764
Metamorphic,Sediment,3.974676252,91.29859758,705.3167555,45.30710868,97.81926631,Basalt,50.80249482,2.130628698
Sedimentary,Plutonic,4.096332437,59.3678488,541.2451647,44.8152746,118.4755592,Basalt,76.98924639,2.036810327
Metamorphic,Volcanic,9.525863295,17.39261682,476.4382646,44.38252562,141.9843681,Granite,160.6147282,1.986386469
Igneous,Sediment,6.878280531,43.77934997,396.8058824,31.39190202,147.4016464,Basalt,281.2380676,1.614173572
Sedimentary,Volcanic,8.365455473,96.06925064,115.8861234,49.47367329,40.06035733,Granite,24.27117695,3.238100347
Sedimentary,Plutonic,6.568105028,67.34872878,973.8222584,38.55118429,78.53166627,Granite,180.031624,2.755879387
Metamorphic,Sediment,6.094543473,76.54187354,581.0980377,19.32203399,136.2916203,Basalt,72.0304517,1.508748859
Igneous,Volcanic,3.495512424,7.163112282,816.2301681,3.549954613,59.75936285,Granite,277.6898737,3.73318162
Sedimentary,Volcanic,5.594096846,21.78799196,992.8871655,44.03647411,13.63605453,Granite,69.0855187,4.50939899
Igneous,Plutonic,6.422605933,19.8803157,537.1779334,8.293038036,134.5411018,Basalt,159.3708351,2.110374808
Igneous,Plutonic,9.694322436,13.38132775,530.7212492,15.58619448,122.5377526,Limestone,60.97666215,2.415431671
Metamorphic,Plutonic,9.253924603,43.79218172,431.7713809,39.31625216,181.5036539,Granite,148.1921286,0.932005104
Sedimentary,Sediment,7.712892283,14.39409635,252.4091113,34.64951569,185.3494218,Granite,35.16262331,1.149070601
Igneous,Sediment,1.343871937,97.52272372,91.2363592,2.144794864,106.3508671,Granite,67.32339629,1.897755421
Sedimentary,Volcanic,2.976265677,61.78936934,351.2464367,49.78271073,45.6442063,Basalt,259.5826215,3.469222181
Metamorphic,Volcanic,8.752227693,43.7586399,997.3363104,14.140015,18.21274745,Limestone,170.1584924,4.198158652
Sedimentary,Sediment,0.074717746,47.41637549,836.8037914,20.98535379,40.79847381,Basalt,76.69666517,3.709866769
Metamorphic,Volcanic,9.138082274,66.22127041,161.3118663,23.15967304,122.9187587,Basalt,151.5421232,1.879412122
Sedimentary,Sediment,7.850888711,0.629245272,281.0643499,28.7295356,107.7799508,Basalt,31.22405908,2.838108532
Sedimentary,Volcanic,1.752161101,75.29587231,534.785485,31.99836855,163.3504442,Limestone,175.1480046,0.980032393
Metamorphic,Sediment,3.139494166,52.32502936,130.3916955,13.60386162,131.0260805,Basalt,12.33330034,1.856228096
Igneous,Volcanic,0.008509341,88.70724235,964.3288153,45.28063313,43.09231271,Basalt,226.3973411,3.251081322
Igneous,Volcanic,4.564680006,7.094386771,794.9861451,40.40873783,144.3955014,Basalt,298.965225,2.041146104
Sedimentary,Sediment,9.92117135,17.94204024,795.4124637,32.99120488,145.2935873,Limestone,297.2701506,1.914707851
Sedimentary,Plutonic,8.366192503,39.15172929,937.4656204,43.75827381,141.2467154,Limestone,281.0877999,1.783548398
Sedimentary,Sediment,4.622667656,71.32562319,4.087294723,28.42905409,144.7378132,Limestone,114.9035647,1.391987504
Igneous,Sediment,8.679182742,48.50678073,282.5513558,27.47225129,181.1031535,Limestone,204.7346597,0.892869122
Metamorphic,Plutonic,9.500793502,44.76192759,658.479492,31.41968103,47.82463507,Basalt,223.3726503,3.595888023
Metamorphic,Volcanic,0.679916835,57.51241786,178.0149584,9.41717797,195.9663088,Limestone,115.3562007,0.505549646
Metamorphic,Plutonic,5.196114365,66.51137863,498.2909199,36.29382195,5.206044935,Granite,203.010464,4.230765315
Igneous,Plutonic,3.243934975,87.9364097,143.4079202,1.5321732,12.1902189,Basalt,156.6555492,3.876831525
Metamorphic,Plutonic,2.152486712,75.31776943,55.52600025,11.74144491,166.0483243,Granite,13.69234768,0.92585582
Igneous,Volcanic,7.876128168,11.17650592,842.7590095,39.2021089,43.75116232,Limestone,120.5917367,4.013211694
Sedimentary,Sediment,4.580045604,39.3776519,211.0316222,11.30789351,138.1391732,Granite,45.46713757,1.843440017
Metamorphic,Plutonic,2.819865914,6.302582463,218.1083358,1.890427516,139.6677468,Basalt,121.3287256,2.14361924
Metamorphic,Volcanic,3.776682872,48.56382361,261.2946146,18.01667962,118.1931344,Basalt,67.35715995,2.150499077
Igneous,Volcanic,4.619679472,57.49226513,138.0939972,15.34849686,110.4424554,Basalt,120.3779445,2.216228241
Sedimentary,Sediment,7.159946043,23.13217877,470.7237109,41.05230352,28.55386334,Granite,268.4783741,4.197600946
Metamorphic,Sediment,4.47245885,47.98402943,635.9084062,27.09167857,164.6500266,Basalt,55.99202888,1.227159173
Igneous,Plutonic,1.29904634,26.34846692,997.8133538,4.943220812,106.0903619,Basalt,232.0142206,2.614708093
Igneous,Volcanic,8.325961533,95.7424693,995.1669005,27.61280788,48.1573682,Granite,155.9689331,3.079427943
Metamorphic,Sediment,7.360321826,47.66677026,272.3101975,41.10465125,165.8229777,Limestone,165.1943674,1.206872744
Sedimentary,Plutonic,6.01560003,51.35341672,782.1373294,44.35390988,0.402384094,Basalt,292.0880989,4.478418151
Metamorphic,Volcanic,3.44120737,39.91273417,367.6832004,42.21816917,147.3585278,Limestone,53.67326778,1.653702103
Igneous,Volcanic,4.080935558,0.272673156,803.1133212,11.81402381,16.60333806,Limestone,198.2306906,4.665206507
Igneous,Sediment,2.190956062,54.90076837,161.2049043,39.50541764,196.394705,Basalt,32.24761746,0.523098215
Igneous,Volcanic,8.414126109,48.97895521,51.4108653,26.06537975,96.38458384,Granite,267.4239009,2.582518771
Sedimentary,Volcanic,3.403917872,75.74921666,132.30601,19.42516263,107.8717673,Limestone,54.45669159,2.085072488
Igneous,Sediment,1.977700298,24.53408817,742.7964466,47.1745453,25.43105897,Granite,164.3819821,4.246037939
Sedimentary,Volcanic,1.471037749,5.425583631,39.45707235,21.44532416,85.06455186,Basalt,199.2577311,3.244453127
Igneous,Volcanic,3.8993176,22.97164196,96.3033055,28.55788799,43.46770604,Basalt,113.1451549,3.90092946
Sedimentary,Plutonic,0.175303385,24.90420588,651.0028103,6.156890713,132.2710768,Basalt,258.12625,2.105536404
Metamorphic,Volcanic,8.693689269,15.73958491,467.3326524,44.72818285,145.9852401,Basalt,259.9159135,1.92289935
Sedimentary,Sediment,3.868930123,49.90126643,895.1140529,21.45068554,134.0335408,Basalt,127.3772316,1.82031652
Metamorphic,Volcanic,7.080064803,61.32248157,441.6034932,27.4510999,119.6297787,Basalt,263.7174608,1.994179609
Sedimentary,Sediment,6.768711887,71.37544732,969.9265919,3.383087848,37.52271268,Granite,95.43668792,3.535791273
Metamorphic,Sediment,9.460673437,22.85550258,565.0945728,5.888056524,54.13344075,Basalt,82.83291441,3.688776159
Sedimentary,Volcanic,7.084662629,10.88290819,756.9844941,15.17730929,146.6940844,Limestone,109.9683346,1.95728923
Metamorphic,Sediment,4.264010587,12.58307599,106.8419096,27.09209202,127.4140307,Limestone,27.6392011,2.325888626
Igneous,Plutonic,1.394322438,3.244275102,162.4086979,11.12887604,138.1406191,Basalt,19.56439416,2.204744867
Metamorphic,Sediment,6.874065091,40.54284737,142.9537233,49.11645866,100.8538044,Granite,88.25528326,2.577495438
Sedimentary,Plutonic,0.555051714,31.43216441,612.4562313,12.28864559,113.8482902,Basalt,83.48343792,2.408712552
Igneous,Sediment,0.444544274,41.31662619,356.6202877,12.29450798,105.7943663,Basalt,116.8868473,2.470946412
Igneous,Volcanic,9.499454678,62.12291234,358.1541429,10.71683467,133.0247717,Basalt,276.0386157,1.718275442
Metamorphic,Sediment,6.271131107,82.93922426,684.2286711,47.35907523,81.44178122,Basalt,231.8175744,2.541772133
Metamorphic,Sediment,5.091859687,4.949146716,13.26224025,21.25617325,131.9948781,Granite,258.9817612,2.310610971
Igneous,Sediment,0.326231597,94.18441013,884.760512,43.68086023,128.5339562,Limestone,139.9974187,1.487476775
